Name,Aadhaar,ClaimAmount,SubsidyType,Date,FraudLabel
Baljiwan Char,065463960979,2515,LPG,2025-05-28,0
Kamala Bassi,953006221224,24192,Farming,2025-02-17,0
Harshil Kalita,050181361700,19430,Education,2025-03-21,0
Yutika D’Alia,761209281578,18211,Healthcare,2025-05-23,1
Urishilla Saran,319807468235,4156,LPG,2025-04-28,0
Hemani Das,788746430718,4304,Healthcare,2024-12-18,0
Warjas Nadkarni,609191911359,44011,Equipment,2025-05-06,0
Aahana Warrior,600155166072,13748,Healthcare,2025-06-03,0
Chaaya Kohli,202798914548,16572,Education,2025-04-14,0
Hema Venkataraman,141052696364,13218,Farming,2024-09-17,0
Ranveer Manne,135386762592,22648,Farming,2025-02-06,0
Indira Pandey,877993642737,5549,Healthcare,2024-09-15,0
Hiral Bir,347494156738,3401,LPG,2025-02-18,0
Abha Raghavan,801006231203,10591,LPG,2025-05-11,1
Jalsa Bir,222310592745,7513,Farming,2025-06-28,0
Vasatika Iyengar,912867287747,6061,Healthcare,2025-05-12,0
Udyati Butala,599025498391,19300,Education,2024-10-15,0
Gauri Prabhakar,412328120679,7431,Education,2025-04-04,1
Eshana Pathak,020304330779,15001,Education,2025-05-23,0
Balveer Koshy,060096215948,7772,Education,2025-02-08,0
Vyanjana Chad,731156762386,4957,LPG,2025-01-24,0
Gaurangi Bal,765657076214,17725,Education,2025-05-11,1
Dominic Soni,160890647242,18228,Farming,2024-08-11,0
Siddharth Gupta,728321528506,44118,Housing,2025-01-08,0
Mugdha Loyal,226581772925,57812,Housing,2025-02-03,0
Hiral Bobal,646519398280,4933,Healthcare,2024-11-13,1
Vinaya Cheema,781373142175,98396,Housing,2024-11-16,0
Harshil Ravel,989473880254,3261,LPG,2025-04-03,0
Yashica Chowdhury,660064292732,3376,Farming,2024-09-29,0
Oeshi Solanki,036740092542,18117,Housing,2025-05-16,1
Quincy Karnik,616229991191,8457,Healthcare,2024-11-17,1
Lipika Gulati,882107605955,10045,Healthcare,2025-06-17,0
Widisha Ramanathan,988874473217,29892,Equipment,2025-03-18,0
Nisha Srinivas,032650977539,50689,Housing,2024-10-18,0
Ranbir Kar,489006067087,15652,Farming,2025-05-15,1
Ishanvi Butala,189141173934,8059,Education,2025-04-13,1
Atharv Kalita,237170354807,19028,Education,2025-05-16,0
Nicholas Gade,412986037790,3183,LPG,2024-12-11,0
Chandran Sharaf,080136049474,48147,Equipment,2024-09-05,0
Anay Tandon,491487642730,12529,Education,2024-07-27,0
Hiral Rajan,260781975437,18145,Farming,2024-11-19,0
Laksh Sura,846727600220,11072,Healthcare,2024-12-26,0
Victor Bawa,651539728061,7903,Farming,2025-10-13,1
Abdul Amble,708541244788,2872,LPG,2024-07-10,0
Ayushman Dani,896552086207,49017,Housing,2024-11-15,0
Bachittar Kant,739852608230,7808,Equipment,2024-12-02,0
Tanvi Hegde,026138672528,5451,Farming,2025-04-10,0
Victor Sane,644641857783,14452,Healthcare,2024-07-14,0
Wahab Chahal,376076069420,12321,Equipment,2024-10-02,0
Anjali Nagarajan,443305098099,21038,Farming,2024-07-22,0
Gabriel Chaudhry,835034469459,94087,Housing,2025-04-14,0
Qasim Prabhakar,786309007121,16891,Education,2024-11-20,0
Robert Murty,748153246063,7948,Healthcare,2025-05-17,0
Adweta Narasimhan,416712398891,18559,Farming,2025-05-05,0
Chasmum Savant,157248956654,35327,Housing,2025-05-02,0
Ira Bhattacharyya,420512532206,11227,Equipment,2025-04-22,0
Gautam Deshpande,429801481372,3452,Healthcare,2024-09-17,0
Advay Narasimhan,068143659723,11349,Healthcare,2025-02-25,0
Yashoda Khatri,804956603562,17951,Farming,2024-07-13,0
Omkaar Bhalla,865673856488,15095,Education,2024-08-30,0
Arya Minhas,069035564167,4128,Farming,2024-07-05,0
Dominic Kakar,280598262045,9793,Education,2025-05-10,1
Yadavi Patel,812961357996,1556,LPG,2025-05-30,0
Balveer Konda,579100331675,46824,Equipment,2025-05-09,0
Ekiya Khatri,677238662545,37202,Housing,2025-10-05,1
Adweta Banik,217459615865,96565,Housing,2024-11-21,1
Pahal Arya,014911894184,8089,Farming,2025-03-29,0
Bhavani Dube,823846990867,7326,Farming,2024-10-20,0
Nicholas Hari,875175790323,16742,Education,2025-04-09,0
Kavya Grewal,566768409380,14199,Education,2024-10-01,0
Azaan Merchant,337025556348,18224,Education,2024-08-28,0
Luke Babu,040973101148,5025,Healthcare,2024-09-23,0
Lila Nagy,258631441706,7645,LPG,2025-05-20,0
Aditya Bhatti,100747164703,6786,LPG,2024-11-24,0
Januja Sachar,253220812749,3997,Healthcare,2024-08-10,0
Rajata Chopra,732022017382,16876,Farming,2024-07-21,0
Bhavani Yadav,036487372590,4627,Education,2025-05-05,0
Darsh Ram,100591297519,3010,Education,2024-09-10,0
Abha Sachdev,315910518507,7495,Healthcare,2024-09-03,0
Krishna Shah,046184992618,38973,Equipment,2024-11-22,0
Nandini Tailor,121831996432,59307,Housing,2025-07-01,0
Radha Mahal,997346381839,28830,Housing,2025-01-23,0
Yochana Bawa,608587495119,19536,Education,2024-08-27,0
Wishi Sharaf,493311156854,5062,Education,2024-09-03,0
Vedant Chaudhari,003753989231,6150,Farming,2025-02-09,0
Parth Yadav,488422414031,9627,Farming,2024-10-22,0
Vidhi Bassi,596790898436,9329,Healthcare,2024-11-25,0
Viraj Ben,081247395003,9250,Farming,2024-10-21,0
Yasti Balakrishnan,237533431321,21847,Housing,2024-11-01,0
Guneet Varty,760396702436,2364,LPG,2025-06-19,0
Kamala Buch,671500666641,2234,Education,2025-05-28,0
Ansh Banerjee,399287987287,21180,Farming,2025-06-24,0
Adweta Deol,634503842579,42150,Housing,2025-01-15,0
Upma Chaudhuri,819613875955,4551,Healthcare,2024-09-30,0
Ekbal Kannan,522719268075,13772,Education,2025-04-19,0
Kala Mall,324061869460,19494,LPG,2025-05-13,1
Yashasvi Sharma,342881514739,53296,Equipment,2024-07-05,0
Bhanumati Chaudhary,783792131682,11267,Farming,2024-07-28,0
Zilmil Nadkarni,199684456578,16838,Education,2025-02-14,0
Logan Bail,826928305371,16287,Farming,2024-10-19,0
Ekta Savant,680477900138,34319,Equipment,2025-04-22,0
Liam Chaudhry,578476505476,33779,Housing,2024-11-14,0
Upma Mangal,115562606029,19599,Education,2025-07-01,0
Ati Reddy,743418424350,4827,LPG,2024-11-27,0
Omya Barman,519468787139,7570,LPG,2024-11-02,0
Pooja Ramakrishnan,523986800025,12096,Healthcare,2024-10-31,1
Yochana Barman,157055701430,19859,Farming,2025-06-30,0
Kamala Lall,244007979912,8715,Education,2024-11-24,0
Simon Mangal,806578759856,7174,Education,2025-01-27,1
Nikita Sur,723369351073,5923,Healthcare,2024-12-10,0
Janaki Bhatti,316295810771,6235,Healthcare,2025-03-11,0
Nikita Chander,441715454443,14380,Farming,2024-11-01,0
Aditya Misra,083535444392,45690,Equipment,2024-11-11,0
Yahvi Dyal,608787578827,13231,Farming,2025-02-03,0
Faris Srinivas,028944388269,46331,Housing,2024-11-20,0
Anay Parmar,762894806335,59361,Equipment,2025-06-17,0
Reva Kadakia,226577607964,140809,Healthcare,2024-10-10,1
Bhavna Gill,499195401774,5697,Healthcare,2024-10-07,0
Mahika Raj,657079432183,9823,Housing,2025-05-22,1
Chandresh Sekhon,242758140650,23233,Equipment,2024-07-05,0
Matthew Kala,213553012534,59773,Equipment,2025-02-07,0
Nikita Sur,723369351073,21135,Equipment,2025-09-30,1
Dhruv Patla,407781109659,4894,Healthcare,2024-12-08,0
Lakshmi Iyer,707598352578,648,Healthcare,2025-02-01,0
Anthony Sachdev,708942660366,8334,Healthcare,2025-05-22,0
Panini Ramesh,975745684426,7302,Farming,2024-11-03,0
Orinder Hayre,704503740347,29691,Housing,2024-12-02,0
Bachittar Parmar,435346247510,8386,Healthcare,2025-04-02,1
Ekiya Dube,333849655239,10640,Education,2025-06-14,0
Zayyan Chanda,891787356392,3952,Education,2025-02-18,0
Kritika Brar,930103105183,5848,LPG,2024-10-18,0
Kashish Saraf,831446820401,25559,LPG,2025-10-19,1
Meghana Kibe,049832112212,8698,Education,2024-11-29,0
Janaki Dugar,374051337937,81659,Housing,2025-01-19,0
Niharika Bhasin,730951460737,4254,Farming,2024-07-21,0
Urvi Bhavsar,620959351863,10406,Healthcare,2025-04-09,0
Ishwar Mital,927623379950,9519,Healthcare,2025-05-08,0
Aarna Sem,313336143456,4960,LPG,2025-01-13,0
Zarna Ram,198763514846,34697,Equipment,2024-10-11,0
Samaksh Bose,425189714977,44532,Equipment,2025-04-29,0
Xiti Sheth,177664007203,18496,Farming,2024-09-17,0
Noah Dani,430063191069,85431,Housing,2024-08-21,0
Nilima Bhargava,052068106961,15101,Farming,2025-02-12,0
Gavin Behl,690174953891,25885,Equipment,2024-09-07,0
Ethan Seth,303477866032,2386,LPG,2024-11-10,0
Jonathan Vig,962556144129,6959,Healthcare,2024-08-02,0
Zashil Buch,647390875358,36025,Equipment,2024-10-13,0
Mitesh Srinivas,752331408290,12365,Education,2025-03-17,0
Zarna Mangal,888917879150,6718,LPG,2025-02-05,0
Samesh Jaggi,632808585551,7589,Healthcare,2024-08-20,0
Anita Buch,314142158254,6283,LPG,2025-06-16,0
Madhavi Sarraf,752199738413,12440,Education,2025-01-08,0
Jeevika Manne,230167430212,16984,Education,2025-01-23,0
Thomas Mammen,756661962132,15841,Farming,2024-10-01,0
Rishi Agarwal,188701799932,6032,LPG,2024-07-22,0
Vihaan Bera,629264061424,9088,Housing,2025-05-18,1
Bishakha Lal,704694725878,7684,LPG,2024-12-01,0
Hemani Parmer,666450707318,7519,Education,2024-09-22,0
Arin Kapur,557486328107,46151,Equipment,2024-07-02,0
Ishwar Saran,732444285095,6062,Healthcare,2024-08-11,0
Kashvi Magar,547394061648,17177,Education,2025-03-19,0
Omisha Sharma,834633488933,2856,LPG,2025-01-06,0
Warhi Thakkar,464870707889,8476,Farming,2025-05-07,1
Anita Nayak,783391878519,3111,Education,2025-04-07,0
Daksh Dalal,062305047827,27644,Housing,2024-12-24,0
Watika Sidhu,519132364207,52763,Equipment,2024-09-16,0
Owen Choudhary,906120347175,3846,LPG,2025-04-13,0
Vedhika Koshy,934368869148,5868,Education,2025-01-17,0
Gayathri Dutta,728270261259,19883,Farming,2025-04-24,0
Anamika Bandi,931002298396,9111,Education,2024-09-01,0
Nisha Vig,896713605494,9876,Equipment,2025-05-09,1
Falguni Misra,439677054673,4037,Healthcare,2025-01-17,0
Pranav Sachdeva,675809483013,16156,Farming,2024-12-21,0
Yashvi Dhillon,297925384127,9665,Healthcare,2024-10-23,0
Anthony Randhawa,567491601692,19784,Farming,2024-11-08,0
Om Mital,240307030885,20063,Equipment,2025-05-24,0
Krisha Manne,603673361424,35275,Housing,2024-12-30,0
Lila Kara,835275617139,91935,Housing,2025-06-15,0
Bhavna Dugar,533555439878,5484,Equipment,2025-06-08,0
Mitesh Purohit,097333098703,2841,Healthcare,2024-11-18,0
Devansh Nazareth,880316647951,13256,Farming,2025-03-26,0
Chatresh Hari,041678215392,44420,Housing,2024-10-16,0
Zarna Prabhakar,449233655081,289909,LPG,2024-08-30,1
Netra Bir,889438301485,55639,Housing,2024-08-23,0
Atharv Halder,361848201856,6543,LPG,2024-11-09,0
Amrita Sunder,908306925098,8326,Education,2025-01-06,0
Garima Patel,444902950264,1123,Healthcare,2024-08-18,0
Tarak Venkataraman,173277264883,5524,Healthcare,2024-12-12,0
Lajita Gola,677477313341,10668,Education,2024-07-24,0
Tanish Setty,667136463514,2596,LPG,2025-03-21,0
Rajata Soni,207785275320,67823,Housing,2024-10-08,0
Siya Nazareth,437722285569,42667,Equipment,2024-08-10,0
Manan Nath,902466645029,7141,Healthcare,2025-03-17,0
Anvi Bhandari,465796784271,6512,Education,2025-03-12,0
Yug Malhotra,222705102876,30942,Equipment,2024-12-02,0
Jeet Virk,553853193486,52729,Equipment,2025-03-09,0
Nihal Shere,079911838425,17826,Education,2025-01-06,0
Isaiah Khosla,760440907977,13415,Farming,2025-05-28,0
Vrinda Khosla,584982544948,49834,Equipment,2024-09-08,0
Sachi Mane,830671985546,13380,Education,2025-05-28,0
Dayita Sethi,441572814361,9453,Education,2025-01-12,0
Faris Choudhary,324823688312,7824,Healthcare,2025-06-07,0
Mugdha Yadav,933831834884,14715,Healthcare,2025-01-15,0
Anamika Chhabra,136077272045,14529,Education,2025-04-19,0
Mason Ahuja,086453881126,15243,Farming,2025-04-05,0
Chaaya Bhattacharyya,927592746010,19450,Education,2025-05-23,0
Samar Sandal,610296746977,865,Healthcare,2024-11-23,0
Wridesh Misra,779241170384,6617,Healthcare,2025-03-20,0
Ayush Bumb,774905097592,21992,Farming,2025-05-26,0
Balvan Chopra,922616111376,11028,Healthcare,2024-11-04,0
Madhav Kala,951763524130,18499,Farming,2025-03-27,0
Niharika Balan,851423704855,5427,Education,2024-10-22,0
Madhav Nagarajan,274392255174,17005,Education,2025-06-24,0
Janaki Zacharia,945231582863,7031,Education,2024-09-10,0
Aarini Grewal,966361863715,14448,Healthcare,2025-05-24,0
Utkarsh Gupta,491611128425,67760,Housing,2025-05-02,0
Champak Comar,161733871918,14134,Farming,2025-02-24,0
Theodore Patla,565255424586,173594,Housing,2025-05-09,1
Aishani Lala,881485898217,14073,Farming,2025-05-25,1
Pratyush Jayaraman,523208025613,7352,Farming,2025-01-13,0
Qarin Naidu,342690359110,49419,Education,2025-10-26,1
Faqid Dixit,207151820377,8079,Healthcare,2024-09-20,0
Ishanvi Bose,200810014286,27891,Equipment,2024-07-30,0
Irya Dayal,133610944164,23651,Farming,2024-08-20,0
Diya Bora,736576615654,7698,LPG,2025-06-17,0
Sanya Borra,253404444072,17209,Education,2024-09-02,0
Gautami Comar,381612921351,13874,Education,2025-05-22,0
Advik Devan,039235558099,92312,Housing,2025-05-27,0
Bahadurjit Bumb,098617292883,5882,Farming,2025-04-23,0
Rachana Sathe,839952580009,27412,Housing,2025-03-27,0
Indrajit Shroff,033982147823,12783,Farming,2024-09-18,0
Samar Kala,208582455031,81375,Housing,2024-07-23,0
Udant Dewan,890838637940,18359,Farming,2024-12-22,0
Kritika Varughese,982630359940,10960,Equipment,2024-10-25,0
Oliver Dhar,583283715875,3154,LPG,2025-05-09,0
Bakhshi Chander,486233888704,9750,Education,2024-07-09,0
Indira Yohannan,567794668532,9511,Farming,2025-10-25,1
Panini Goda,964930464006,8957,Education,2025-03-30,0
Harinakshi Tak,558232385160,12394,Education,2024-07-03,0
Yatin Kuruvilla,728157066250,17610,Equipment,2025-05-04,1
Luke More,029378132672,32271,Housing,2024-09-18,0
Tanay Ramaswamy,449447484856,12311,Housing,2025-05-23,1
Dalaja Sodhi,489170675538,23084,Farming,2025-06-18,0
Quincy Nadkarni,050356237246,19768,Equipment,2024-12-14,0
Sudiksha Madan,361103712938,29478,Equipment,2024-07-05,0
Meghana Natarajan,158477686342,18115,Farming,2024-11-21,0
Kashish Dhar,878280957283,6962,Healthcare,2024-10-10,0
Damini Ramesh,524041574733,17914,Education,2024-10-31,1
Quincy Raj,647046568969,13584,Healthcare,2024-07-12,0
Maya Walla,911982623081,11767,Farming,2024-12-30,0
Maanas Khalsa,907267453396,9972,Farming,2025-04-20,0
Kritika Magar,360569043644,6208,LPG,2025-06-04,0
Laban Vala,456977709382,14966,Education,2024-07-23,0
Pavani Kurian,740151714356,14025,Farming,2024-12-25,0
Madhav Kapur,654527111161,7339,LPG,2024-08-24,1
Tanvi Saha,908984157183,2598,LPG,2024-08-15,0
Atharv Kalita,843828140462,4585,LPG,2025-02-09,0
Damini Gaba,171916335471,24718,Equipment,2024-11-11,0
Urmi Prabhakar,179233939925,11112,Farming,2025-04-08,0
Meera Prakash,649767762282,74003,Housing,2024-09-05,0
Gaurika Prabhakar,195052858930,16766,Farming,2025-05-21,1
Gautami Bhatti,395612667830,5974,Equipment,2025-05-21,1
Tristan Iyengar,986143410369,15652,Housing,2025-03-13,0
Vamakshi Munshi,226571141873,6366,LPG,2025-06-18,0
Victor Nair,610357972798,2405,Healthcare,2024-10-23,1
Ikshita Manda,991945644645,9529,Housing,2025-05-19,1
Ojas Agrawal,575380299912,12654,LPG,2025-05-21,1
Raksha Rao,301618030387,312407,Healthcare,2024-11-18,1
Krisha Bali,150912611337,15759,Farming,2024-09-12,0
Gaurangi Hora,851732895145,27332,Housing,2024-11-08,0
Baljiwan Ramakrishnan,498663420953,77531,Housing,2025-05-22,0
Jairaj Hans,828791465951,13763,Education,2024-07-15,0
Adweta Lad,664987820829,29165,Housing,2025-02-25,0
Yadavi Behl,998322428497,14808,Farming,2025-01-31,0
Abhiram Saraf,294123280625,18074,Farming,2024-11-06,0
Darsh Hayer,429277501932,2348,LPG,2025-01-25,0
Radhika Sankar,270592501887,4018,Farming,2025-05-12,0
Teerth Prabhakar,474288100639,23392,Farming,2025-05-11,0
Ekiya Ray,989852588049,26913,Equipment,2024-09-21,0
Ikbal Dugal,362292587964,23522,Farming,2025-02-27,0
Lohit Sarin,722370914428,4137,Healthcare,2024-12-20,0
Amrita Tripathi,331579208236,17550,Housing,2025-06-29,0
Vrinda Lanka,431271026767,19877,Farming,2025-04-27,0
Chakradhar Sheth,657712290700,20930,Farming,2025-03-24,0
Gaurang Wali,355337231570,16122,Farming,2024-11-09,0
Upadhriti Pandya,372132677638,20067,Farming,2024-08-07,0
Vrishti Krish,871583443029,10492,Healthcare,2025-02-24,0
Nathaniel Rama,482199120624,1914,LPG,2024-12-09,0
Arin Dass,428241724825,10451,Education,2024-08-16,1
Kritika Rout,042446241674,7198,Healthcare,2025-03-29,0
Vedhika Samra,686866307099,82600,Housing,2025-04-05,0
Dalaja Gara,817074436023,3405,LPG,2024-09-06,0
Harish Verma,556241266768,16147,Education,2025-04-18,0
Yash Sawhney,661806108537,4096,LPG,2025-05-17,1
Hardik Raj,055343535650,19656,Farming,2025-03-05,0
Wridesh Kashyap,652853004557,10401,Healthcare,2025-05-19,1
Shivani Merchant,104332181960,10291,Education,2025-03-15,1
Mitesh Sampath,573144158331,19491,Education,2024-07-31,0
Ati Mangat,369829429897,6489,Education,2024-07-17,0
Panini Srivastava,729598677705,3438,LPG,2025-04-30,0
Vanya Kadakia,240002086014,46045,Equipment,2024-07-09,0
Abeer Suresh,070906336027,23017,Farming,2024-12-19,0
Yuvraj Saha,770299295966,15524,Education,2024-11-23,0
Chandran Grewal,564600561410,6944,LPG,2025-03-16,0
Omaja Ratti,863787855971,15860,Education,2025-05-14,0
Gautami Doctor,539749950708,6805,Healthcare,2024-07-02,0
Gautam Ravi,658578564519,9094,Farming,2025-02-15,0
Jackson Naik,535642316421,12578,Healthcare,2024-11-02,0
Atharv Date,467269863013,7853,Farming,2025-03-07,0
Laksh Saini,871584156082,6088,Education,2025-02-20,0
Upadhriti Thakkar,961921269748,53254,Equipment,2025-04-23,0
Gautam Varghese,608624951339,48348,Housing,2024-07-03,0
Akshay Mukhopadhyay,865748936706,8608,Equipment,2025-06-24,0
Faras Patil,677559573541,7732,Education,2025-05-24,0
Chameli Gala,114754662482,8034,Farming,2024-08-01,0
Balendra Modi,031589258490,27208,Housing,2024-12-07,0
Yasti Rama,559821766191,8864,Education,2025-05-09,1
Hemangini Gade,778205829582,2523,Healthcare,2024-10-14,0
Fitan Dara,215634526362,8570,Healthcare,2024-10-02,0
Shivani Pathak,808046199050,2852,LPG,2025-02-08,0
Isaiah Madan,690367059041,10282,Education,2025-04-20,0
Aarush Lall,362316658760,21323,Farming,2025-01-16,0
Timothy Prakash,909472155632,23564,Equipment,2025-01-08,0
Vasatika Buch,405166545122,111768,LPG,2024-11-11,1
Arunima Srivastava,835318557751,51887,Equipment,2024-11-27,0
Mason Virk,795724003031,1919,LPG,2025-03-24,0
Yochana Pau,749737814038,8333,Equipment,2024-08-05,0
Libni Maharaj,085850017692,14508,Education,2025-04-25,0
Oni Gera,771500921101,3401,Healthcare,2025-04-12,0
Gaurav Bhardwaj,259582143086,61042,Housing,2024-12-03,0
Meghana Kant,589453284357,31186,Housing,2025-10-25,1
Jason Palla,867416371206,5324,Farming,2024-12-18,0
Frado Dugar,733466766829,4198,Farming,2024-07-14,0
Warinder Luthra,592054888507,6306,Farming,2025-02-23,0
Nikita Bath,273676708694,3732,Farming,2025-04-04,0
Aarini Chhabra,023878930381,6248,LPG,2025-01-17,0
Arunima Kannan,936629399874,13457,Education,2025-03-30,0
Odika Mital,617647501111,67726,Housing,2025-03-18,0
Dominic Gade,517286421360,10643,Education,2024-08-17,0
Reva Solanki,389909695946,6153,Healthcare,2025-04-17,0
Champak Badami,946577706129,7751,Healthcare,2025-02-18,0
Theodore Sankaran,258663702169,33513,Equipment,2024-07-15,0
Yashawini Dhillon,897578423518,7092,Equipment,2024-09-20,0
Anay Nagarajan,547129932899,8401,Healthcare,2024-08-20,0
Darika Sabharwal,256721230085,69375,Housing,2025-04-21,0
Urvashi Ramanathan,778117371238,18012,Equipment,2024-08-22,0
Rajeshri Prabhu,518814313328,16628,Farming,2025-06-22,0
Ekantika Dey,947998288684,4689,LPG,2025-02-26,0
Nimrat Zachariah,796496737945,30024,Equipment,2024-09-17,0
Qabil Seshadri,244356480789,1869,LPG,2024-09-06,0
Timothy Kala,527789561337,18045,Education,2025-04-06,0
Ayushman Mammen,347243586176,225242,Healthcare,2024-12-10,1
Zayan Gole,897365477460,13970,Education,2025-05-25,0
Harini Tripathi,335421689421,7367,Education,2024-11-26,0
Atharv Basu,198781339172,19758,Farming,2025-04-10,0
Tristan Srivastava,380220749320,8349,Education,2025-06-13,0
Maya Bansal,330372718624,4467,LPG,2024-12-28,0
Arin Chana,711991808121,23041,Farming,2024-09-19,0
Ladli Chaudhuri,721688005378,38213,Equipment,2024-10-19,0
Balhaar Sawhney,207907834736,4167,LPG,2024-12-27,0
Oscar Pau,280367199946,25305,Equipment,2024-07-17,0
Anay Mall,410697775323,6196,Healthcare,2025-06-06,0
Kalpit Oak,856261499153,84352,Housing,2024-11-03,0
Azaan Soni,723227478301,13408,Healthcare,2024-12-06,0
Darsh Deshmukh,437575844198,15101,Education,2024-09-13,1
Janani Char,144424842024,20787,Farming,2025-01-05,0
Vinaya Natarajan,676164534547,6707,Farming,2025-04-26,0
Eiravati Misra,302432429581,38671,Housing,2025-05-02,0
Yauvani Borde,074988871054,4729,Healthcare,2024-11-18,0
Bhavna Karan,027261493316,13055,Farming,2024-10-06,0
David Ratta,789955225618,13471,Education,2025-02-28,0
Tamanna Bawa,856417504658,4491,LPG,2024-08-16,0
Zinal Kota,055362917148,7189,LPG,2024-11-24,0
Omisha Ahluwalia,430039878064,90827,Housing,2024-12-22,0
Christopher Rege,949186849874,186825,Healthcare,2025-06-23,1
Anusha Bhandari,318815675413,3302,LPG,2025-05-21,0
Isaiah Tank,418162826136,30069,LPG,2025-10-24,1
Nitesh Hora,735442524777,32780,Housing,2024-11-18,0
Pranav Venkatesh,223417439711,10937,Farming,2025-10-15,1
Jhalak Pal,207113503366,11394,Healthcare,2025-04-29,0
Deepa Bhatia,734689270472,20181,Farming,2025-06-14,0
Ikbal Chacko,282392409851,3050,LPG,2025-01-15,0
Nidra Mishra,610857327881,4543,LPG,2024-08-10,0
Sudiksha Talwar,849825449481,37499,Housing,2024-08-10,1
Chavvi Arora,522549457031,46191,Housing,2025-06-03,0
Yatan Yogi,039799783315,6284,Education,2024-08-18,0
Yadavi Arya,489424437936,48498,Housing,2024-07-27,0
Ranveer Sura,521094235479,5808,Education,2024-09-19,0
Niharika Gopal,211642818114,4675,LPG,2025-03-17,0
Chasmum Maharaj,733784061386,92792,Housing,2025-06-27,0
Varenya Ratti,493085368663,18728,Farming,2025-05-27,0
Fiyaz Narang,277105018325,22387,Equipment,2024-09-16,0
Jairaj Maharaj,045095632174,7163,Equipment,2024-10-27,0
Mahika Lall,460180403348,3295,Education,2024-12-18,0
Pushti Iyengar,966025143580,6886,LPG,2024-08-12,0
Dalbir Venkatesh,631121380782,13609,Healthcare,2025-04-03,0
Abha Madan,788557492627,76075,Housing,2024-10-14,0
Gautami Sarna,863201970307,47708,Equipment,2024-08-31,0
Wazir Krishna,622082098557,4663,Healthcare,2025-02-05,0
Timothy Sarin,003044361995,10283,Education,2024-12-25,0
Vyanjana Konda,822896575492,5291,Equipment,2024-10-22,0
Damyanti Kurian,882526791388,2092,LPG,2025-03-15,0
Eta Thakkar,969067649092,14124,Farming,2024-11-20,0
Ati Reddy,743418424350,8267,Healthcare,2025-05-14,1
Chameli Ratti,335139014309,91969,Housing,2024-12-06,0
Yashasvi Choudhry,846733229124,9233,Healthcare,2024-12-28,0
Balveer More,929955620533,45689,Equipment,2025-02-09,0
Qasim Sachdeva,343704038010,7319,LPG,2024-10-19,0
Elijah Nagy,313494607818,16725,Farming,2024-09-04,0
Anya Nazareth,273599192157,32876,Equipment,2024-11-09,0
Max Narayanan,059085576578,3585,Healthcare,2025-03-01,0
Lavanya Sengupta,964885139302,74443,Housing,2025-04-09,0
Yatan Sha,950438964164,1756,LPG,2025-01-14,0
Urishilla Dhawan,160740809369,59269,Equipment,2025-03-16,0
Thomas Sawhney,686612855029,1744,LPG,2024-09-16,0
Ayaan Purohit,472062042517,3237,LPG,2025-06-23,0
Mitali Shan,226567992662,2990,LPG,2024-11-20,0
Isaac Savant,218739821255,8377,Healthcare,2025-03-08,0
Yashvi Nazareth,642946125798,41324,Equipment,2025-06-21,0
Falan Krishnamurthy,632381370574,2677,Education,2025-03-01,0
Rudra Rattan,271607360776,7523,Farming,2025-01-11,0
Ethan Taneja,897195514623,15170,Education,2024-08-29,0
Harshil Oza,923336419093,10321,Housing,2024-07-03,0
Radhika De,939749096173,12183,Healthcare,2025-05-11,0
Ekaja Toor,259736687555,52586,Housing,2024-08-30,0
Advika Atwal,323792457494,2427,Healthcare,2024-09-07,0
Janya Manne,225364207363,14634,Healthcare,2025-02-02,0
Suhani Gill,751435355462,191147,Farming,2025-04-01,1
Harshil Sastry,608576460363,14292,Equipment,2024-11-22,0
Zansi Rama,779879504700,18168,Healthcare,2025-05-20,1
Anirudh Shukla,844569425822,25826,Equipment,2025-05-08,0
Amol Agrawal,869273210873,50574,Housing,2024-11-30,0
Samuel Devi,411197388182,32416,Housing,2025-06-08,0
Baghyawati Sarma,009421410527,65414,Housing,2024-09-01,0
Vasudha Gola,851799378105,17160,Farming,2024-09-02,0
Hemang Ben,778145647437,16082,Education,2024-08-30,0
Watika Prasad,686602892814,7835,Healthcare,2025-01-18,0
Jatin Rajagopalan,831921342491,20531,Farming,2025-04-27,0
Rishi Subramaniam,676391710434,52067,Equipment,2024-07-18,0
Ronith Saran,988552292977,5276,Education,2025-05-19,0
Lohit Amble,729023881393,22029,Housing,2025-05-04,0
Advika Sidhu,676581799489,5095,Healthcare,2024-12-24,0
Aarush Kapoor,659645876694,11562,Equipment,2025-05-20,1
Zehaan Purohit,578496997936,7625,Healthcare,2025-03-18,0
Jeremiah Modi,517696806455,3465,LPG,2025-06-19,0
Yug Sant,851453885283,6011,Healthcare,2025-01-11,0
Tripti Mittal,436349578856,2474,LPG,2025-06-24,1
Charan Singh,140178251269,22864,Equipment,2025-06-16,0
Banjeet Deol,194534195281,19445,Equipment,2025-02-26,0
Nidhi Sagar,950793377312,7406,Healthcare,2024-10-07,0
Vinaya Babu,649837354396,12813,Farming,2025-02-08,0
Qarin Kulkarni,054391322556,48480,Equipment,2024-07-16,0
Vedika Sane,336702613761,17722,Education,2024-12-12,0
Jagrati Choudhary,998290755154,23815,Equipment,2025-01-16,0
Pavani Nazareth,497311149633,86554,Housing,2025-04-16,0
Anthony Aggarwal,169158209100,20632,Farming,2025-02-05,0
Praneel Kapoor,588863677472,11801,Farming,2024-07-02,0
Balendra Singhal,834103414131,2002,Healthcare,2025-04-14,0
